adam	price	0.500000
lander	på	0.160000
lander	man	0.120000
landsby	i	0.210526
lave	en	0.273775
lave	et	0.066282
lave	om	0.046110
lave	noget	0.031700
lave	nogle	0.031700
lave	det	0.025937
lave	mad	0.023055
lave	den	0.023055
lave	fejl	0.014409
lave	de	0.014409
lave	nye	0.014409
lave	ende	0.014409
lave	flere	0.011527
lave	mere	0.011527
lave	priser	0.011527
lave	deres	0.008646
lave	af	0.008646
lave	film	0.008646
lave	på	0.008646
lave	vand	0.008646
lavere	end	0.492308
lavere	i	0.092308
lavere	priser	0.046154
lavere	sammenlignet	0.046154
lavere	pris	0.046154
lavere	temperatur	0.046154
laves	en	0.360000
laves	om	0.140000
laves	på	0.060000
let	at	0.250000
let	til	0.160000
let	på	0.040000
let	for	0.040000
let	og	0.030000
lettere	at	0.349398
lettere	for	0.265060
lettere	til	0.072289
lettere	skader	0.048193
lettere	kan	0.036145
levere	en	0.090909
levere	de	0.064935
levere	mad	0.051948
levere	på	0.051948
levere	gas	0.051948
levere	et	0.051948
levere	mere	0.038961
levere	den	0.038961
leveret	af	0.090909
leveret	på	0.072727
leveret	en	0.072727
leveret	og	0.054545
leveret	fra	0.054545
leveret	så	0.054545
lewis	hamilton	0.833333
lider	af	0.509434
lider	under	0.169811
lidt	af	0.097909
lidt	mere	0.083650
lidt	over	0.065589
lidt	for	0.038973
lidt	på	0.021863
lidt	længere	0.021863
lidt	i	0.020913
lidt	ekstra	0.020913
lidt	uden	0.015209
lidt	og	0.015209
lidt	svært	0.015209
lidt	som	0.014259
lidt	en	0.013308
lidt	flere	0.012357
lidt	til	0.012357
lidt	efter	0.012357
lidt	under	0.011407
lidt	at	0.010456
lidt	anderledes	0.010456
lidt	bedre	0.009506
lidt	tid	0.009506
lidt	højere	0.008555
lidt	senere	0.008555
lidt	mindre	0.008555
lidt	eller	0.008555
lidt	større	0.008555
lidt	om	0.008555
lidt	ligesom	0.008555
lidt	med	0.007605
lidt	endnu	0.007605
lidt	mærkeligt	0.005703
lidt	ned	0.005703
lidt	sol	0.004753
lidt	regn	0.004753
lidt	fra	0.004753
lidt	ud	0.004753
lidt	anden	0.004753
lidt	træt	0.004753
lidt	væk	0.004753
lidt	klogere	0.003802
lig	med	0.320000
lig	i	0.200000
lig	blev	0.100000
lig	er	0.080000
ligefrem	at	0.122449
ligefrem	er	0.122449
ligefrem	kan	0.102041
ligefrem	en	0.061224
ligeglade	med	0.916667
liget	af	0.444444
ligne	en	0.428571
lignede	en	0.256410
lignede	det	0.153846
lignede	længe	0.102564
lignende	i	0.065217
lignende	sager	0.043478
lignende	er	0.032609
lignende	forslag	0.032609
lignende	projekt	0.032609
lignende	oplevelser	0.032609
lignende	angreb	0.032609
lignende	siger	0.032609
line	der	0.272727
liste	over	0.421053
liste	med	0.131579
liste	som	0.052632
liste	er	0.052632
liste	til	0.039474
liste	i	0.039474
liste	af	0.039474
livet	i	0.166667
livet	på	0.102837
livet	og	0.092199
livet	som	0.042553
livet	af	0.042553
livet	efter	0.035461
livet	er	0.035461
livet	siger	0.021277
livet	mens	0.017730
livet	for	0.017730
livet	under	0.017730
livet	med	0.017730
livet	ved	0.014184
livet	har	0.014184
livet	vil	0.010638
livet	da	0.010638
livet	lyder	0.010638
livet	går	0.010638
livet	løs	0.010638
livs	største	0.150000
logisk	at	0.300000
lokal	tid	0.493151
lokal	frost	0.041096
lokal	facebook	0.041096
lokal	virksomhed	0.041096
lovede	at	0.260870
lovede	i	0.130435
loven	om	0.205128
loven	er	0.089744
loven	blev	0.076923
loven	og	0.064103
loven	siger	0.064103
loven	til	0.038462
loven	så	0.038462
loven	skal	0.038462
lovet	at	0.440000
lukker	for	0.132353
lukker	i	0.058824
lukker	og	0.058824
lukker	ned	0.044118
lykkedes	det	0.230769
lykkedes	at	0.174825
lykkedes	med	0.090909
lykkedes	for	0.069930
lykkedes	ikke	0.048951
lykkedes	ham	0.038462
lykkedes	de	0.027972
lykkedes	dem	0.027972
lykkedes	dog	0.024476
lykkedes	i	0.020979
lykkedes	den	0.017483
lykkedes	hende	0.013986
lykkedes	politiet	0.013986
lykkedes	da	0.010490
lykkedes	heller	0.010490
lykkelige	omstændigheder	0.300000
lyse	op	0.333333
lyt	til	0.600000
låner	penge	0.375000
lånt	af	0.214286
læg	mærke	0.454545
læg	dertil	0.363636
læge	og	0.115385
læge	i	0.102564
læge	der	0.102564
læge	som	0.089744
læge	eller	0.064103
læge	er	0.051282
læge	for	0.038462
læge	på	0.038462
lægger	op	0.120419
lægger	ikke	0.078534
lægger	sig	0.052356
lægger	vejen	0.036649
lægger	vægt	0.031414
lægger	vi	0.031414
lægger	en	0.031414
lægger	mærke	0.031414
lægger	i	0.026178
lægger	pres	0.026178
lægger	de	0.026178
lægger	regeringen	0.026178
lægger	ud	0.026178
lægger	blomster	0.020942
lægger	jeg	0.015707
lægger	et	0.015707
lægger	dog	0.015707
lægger	man	0.015707
lægger	os	0.015707
længere	tid	0.117450
længere	er	0.067114
længere	end	0.033557
længere	kan	0.031879
længere	sigt	0.030201
længere	nede	0.028523
længere	at	0.026846
længere	periode	0.026846
længere	og	0.023490
længere	mod	0.021812
længere	vil	0.020134
længere	væk	0.018456
længere	skal	0.018456
længere	ned	0.016779
længere	en	0.015101
længere	være	0.013423
længere	var	0.013423
længere	i	0.013423
længere	må	0.011745
længere	ud	0.011745
længere	siger	0.010067
længere	på	0.010067
længere	men	0.010067
længere	frem	0.010067
længere	have	0.008389
længere	kunne	0.008389
længere	tilbage	0.008389
længere	har	0.008389
længere	ind	0.006711
længere	bane	0.006711
længere	bliver	0.006711
længere	tilladt	0.006711
længere	fra	0.006711
længere	inde	0.006711
længere	som	0.006711
længere	stå	0.005034
længere	nogen	0.005034
længere	kun	0.005034
længere	det	0.005034
længere	til	0.005034
lært	at	0.460000
lært	noget	0.120000
lært	af	0.100000
lært	mig	0.060000
lært	meget	0.060000
læst	op	0.162162
læst	højt	0.081081
læst	eller	0.081081
løb	i	0.113300
løb	med	0.108374
løb	på	0.039409
løb	og	0.034483
løb	fra	0.034483
løb	af	0.029557
løb	der	0.029557
løb	siger	0.024631
løb	har	0.024631
løb	rundt	0.024631
løb	ind	0.019704
løb	blev	0.019704
løb	mellem	0.019704
løb	han	0.019704
løb	op	0.019704
løb	er	0.019704
løb	efter	0.014778
løb	også	0.014778
løb	for	0.014778
løb	de	0.014778
løb	den	0.014778
løber	af	0.117978
løber	op	0.061798
løber	fra	0.056180
løber	med	0.056180
løber	i	0.044944
løber	ud	0.039326
løber	frem	0.033708
løber	på	0.033708
løber	gennem	0.028090
løber	rundt	0.028090
løber	til	0.022472
løber	en	0.022472
løber	tør	0.022472
løber	et	0.022472
løber	mellem	0.016854
løber	var	0.016854
løber	de	0.016854
løber	over	0.016854
lød	det	0.657143
lød	på	0.065306
lød	der	0.024490
lød	den	0.020408
lød	i	0.020408
lød	at	0.016327
lød	svaret	0.016327
lød	ordene	0.016327
lød	som	0.012245
løft	af	0.277778
løft	i	0.166667
løfte	den	0.150000
løfte	om	0.112500
løfte	sig	0.087500
løfte	sløret	0.062500
løfte	det	0.050000
løfte	hele	0.037500
løfte	opgaven	0.037500
løftet	om	0.185185
løn	og	0.231481
løn	til	0.101852
løn	under	0.064815
løn	for	0.064815
løn	i	0.037037
løn	de	0.027778
løn	er	0.027778
løs	i	0.261905
løs	på	0.119048
løse	det	0.189873
løse	de	0.126582
løse	problemet	0.113924
løse	den	0.063291
løse	opgaven	0.063291
løse	en	0.037975
løse	problemer	0.037975
løse	alle	0.037975
løst	og	0.106383
løst	ved	0.063830
løst	de	0.063830
løst	problemet	0.063830
mads	emil	0.222222
mads	skov	0.166667
magt	og	0.184615
magt	til	0.107692
magt	i	0.092308
magt	for	0.061538
magt	over	0.046154
magt	som	0.046154
mail	til	0.418182
mail	hvor	0.072727
mail	fra	0.054545
mail	at	0.054545
malet	af	0.285714
malet	med	0.142857
mandag	aften	0.152174
mandag	morgen	0.095318
mandag	den	0.051839
mandag	eftermiddag	0.051839
mandag	i	0.036789
mandag	at	0.031773
mandag	og	0.030100
mandag	blev	0.028428
mandag	har	0.028428
mandag	er	0.026756
mandag	klokken	0.018395
mandag	på	0.016722
mandag	var	0.016722
mandag	hvor	0.016722
mandag	blevet	0.015050
mandag	fik	0.013378
mandag	til	0.013378
mandag	bliver	0.011706
mandag	med	0.010033
mandag	vil	0.010033
mandag	da	0.008361
mandag	en	0.008361
mandag	for	0.008361
mandag	efter	0.008361
mandag	middag	0.006689
mandag	begynder	0.006689
mandag	gik	0.005017
mandag	kan	0.005017
mandag	men	0.005017
mandag	været	0.005017
mandag	kom	0.005017
mandag	lød	0.005017
mandag	skal	0.005017
mandens	tilstand	0.193548
mandens	død	0.096774
mandskab	til	0.142857
mandskab	fra	0.114286
mandskab	som	0.114286
mange	år	0.102050
mange	af	0.092692
mange	andre	0.049465
mange	der	0.044118
mange	penge	0.031194
mange	mennesker	0.026292
mange	steder	0.024955
mange	forskellige	0.020053
mange	flere	0.018271
mange	gange	0.016934
mange	har	0.015597
mange	års	0.015152
mange	som	0.014706
mange	ting	0.013815
mange	måder	0.012478
mange	er	0.011586
mange	i	0.010695
mange	unge	0.010250
mange	gode	0.008913
mange	danske	0.008021
mange	og	0.007576
mange	vil	0.007576
mange	måneder	0.007576
mange	børn	0.007130
mange	tilfælde	0.006684
mange	lande	0.006239
mange	tusinde	0.005793
mange	nye	0.005793
mange	kan	0.005793
mange	millioner	0.005348
mange	gæster	0.004902
mange	muligheder	0.004902
mange	timer	0.004456
mange	dage	0.004456
mange	kvinder	0.004011
mange	at	0.004011
mange	kunder	0.004011
mange	fra	0.003565
mange	turister	0.003565
mange	ældre	0.003565
marilyn	monroe	1.000000
marts	og	0.114286
marts	i	0.097959
marts	har	0.065306
marts	blev	0.044898
marts	måned	0.040816
marts	men	0.032653
marts	var	0.032653
marts	er	0.032653
marts	til	0.028571
marts	kl	0.024490
marts	hvor	0.024490
marts	da	0.020408
marts	bliver	0.016327
marts	på	0.012245
marts	udviklede	0.012245
marts	skal	0.012245
marts	efter	0.012245
marts	sidste	0.012245
maskine	der	0.444444
max	jensen	0.142857
medalje	for	0.150000
medalje	ved	0.150000
medarbejdere	i	0.172414
medarbejdere	og	0.103448
medarbejdere	er	0.068966
medarbejdere	der	0.068966
medarbejdere	til	0.049808
medarbejdere	på	0.042146
medarbejdere	som	0.042146
medarbejdere	har	0.038314
medarbejdere	fra	0.034483
medarbejdere	at	0.019157
medarbejdere	skal	0.015326
medarbejdere	hos	0.015326
medarbejdere	bliver	0.011494
medarbejdere	vil	0.011494
medarbejdere	med	0.011494
medarbejdere	kan	0.011494
medarbejdere	så	0.011494
meddele	at	0.600000
meddelelse	fra	0.269231
meddelelse	på	0.230769
meddelelse	til	0.153846
meddelelse	om	0.115385
medmindre	man	0.150000
meldte	sig	0.348485
meldte	ud	0.136364
meldte	han	0.075758
meldte	sin	0.045455
meldte	mig	0.045455
mellem	og	0.219289
mellem	de	0.109645
mellem	to	0.038579
mellem	klokken	0.038579
mellem	den	0.032487
mellem	danmark	0.027411
mellem	rusland	0.024365
mellem	en	0.017259
mellem	usa	0.014213
mellem	fem	0.013198
mellem	et	0.011168
mellem	det	0.011168
mellem	at	0.009137
mellem	tre	0.009137
mellem	kl	0.008122
mellem	jul	0.008122
mellem	mænd	0.008122
mellem	ham	0.008122
mellem	dem	0.008122
mellem	seks	0.007107
mellem	hænderne	0.007107
mellem	england	0.007107
mellem	til	0.007107
mellem	år	0.006091
mellem	mennesker	0.006091
mellem	hans	0.005076
mellem	lørdag	0.005076
mellem	fire	0.005076
mellem	københavn	0.005076
mellem	personer	0.005076
mellem	forskellige	0.004061
mellem	rød	0.004061
mellem	frankrig	0.004061
mellem	ledelse	0.004061
mellem	benene	0.004061
mellem	rig	0.004061
mellem	iran	0.003046
mellem	regeringen	0.003046
mellem	danske	0.003046
mellem	spanien	0.003046
mellemøsten	og	0.454545
mene	at	0.590909
mens	de	0.104493
mens	han	0.079415
mens	den	0.074190
mens	det	0.066876
mens	der	0.059561
mens	hun	0.050157
mens	andre	0.042842
mens	en	0.037618
mens	man	0.035528
mens	vi	0.028213
mens	du	0.014629
mens	jeg	0.014629
mens	hans	0.012539
mens	flere	0.009404
mens	nogle	0.008359
mens	politiet	0.007315
mens	mange	0.007315
mens	procent	0.007315
mens	resten	0.007315
mens	antallet	0.006270
mens	også	0.006270
mens	to	0.006270
mens	hendes	0.006270
mens	danmark	0.005225
mens	deres	0.005225
mens	vesten	0.005225
mens	har	0.004180
mens	sagen	0.004180
mens	omkring	0.004180
mens	i	0.004180
mens	et	0.004180
mens	russerne	0.004180
mens	børnene	0.003135
mens	kun	0.003135
mens	både	0.003135
mens	alle	0.003135
mens	frankrig	0.003135
mens	er	0.003135
mens	over	0.003135
mens	yderligere	0.003135
mercedes	og	0.130435
midler	til	0.325301
midler	i	0.108434
midler	og	0.084337
midler	fra	0.060241
midler	der	0.048193
midler	som	0.036145
midnat	og	0.161290
midnat	natten	0.096774
mig	at	0.115875
mig	selv	0.084589
mig	til	0.075319
mig	og	0.063731
mig	er	0.031286
mig	i	0.030127
mig	om	0.026651
mig	for	0.023175
mig	siger	0.022016
mig	som	0.022016
mig	på	0.020857
mig	ikke	0.018540
mig	så	0.017381
mig	men	0.015064
mig	over	0.015064
mig	med	0.013905
mig	der	0.013905
mig	en	0.012746
mig	det	0.010429
mig	ind	0.010429
mig	da	0.010429
mig	ud	0.010429
mig	ved	0.009270
mig	fortæller	0.009270
mig	var	0.006952
mig	meget	0.006952
mig	hvis	0.006952
mig	har	0.006952
mig	hvad	0.005794
mig	når	0.005794
mig	et	0.005794
mig	af	0.005794
mig	bare	0.005794
mig	sagde	0.004635
mig	lyder	0.004635
mig	eller	0.004635
mig	bekendt	0.004635
mig	den	0.004635
mig	helt	0.004635
mig	mere	0.003476
milde	symptomer	0.444444
militær	har	0.139535
militær	og	0.058140
militær	magt	0.046512
militær	i	0.034884
militær	støtte	0.034884
militær	er	0.034884
militære	operationer	0.089744
militære	operation	0.089744
militære	mål	0.076923
militære	styrker	0.076923
militære	formål	0.051282
militære	og	0.051282
militære	hjælp	0.038462
million	kroner	0.494845
million	mennesker	0.092784
million	i	0.030928
million	dollar	0.030928
mindste	børn	0.071429
minister	for	0.223881
minister	i	0.164179
minister	og	0.119403
minister	har	0.044776
minister	vil	0.044776
minutter	og	0.131367
minutter	senere	0.069705
minutter	efter	0.064343
minutter	før	0.061662
minutter	i	0.058981
minutter	på	0.048257
minutter	da	0.042895
minutter	af	0.032172
minutter	igen	0.032172
minutter	inde	0.032172
minutter	var	0.029491
minutter	tilbage	0.026810
minutter	fra	0.024129
minutter	men	0.021448
minutter	til	0.016086
minutter	kom	0.013405
minutter	med	0.013405
minutter	mens	0.013405
minutter	bragte	0.010724
minutter	uden	0.010724
minutter	hvor	0.010724
minutter	lange	0.010724
minutter	for	0.008043
minutter	om	0.008043
minutter	hvilket	0.008043
minutter	hurtigere	0.008043
minutter	fik	0.008043
minutter	er	0.008043
minutter	hver	0.008043
minutter	tidligere	0.008043
mio	kr	0.804878
mio	kroner	0.146341
missiler	og	0.145833
missiler	som	0.145833
missiler	der	0.125000
missiler	til	0.104167
mistænker	at	0.454545
mistænkt	for	0.825000
mistænkt	i	0.075000
mobil	og	0.250000
modsatte	retning	0.155556
modsatte	ende	0.111111
modsatte	vej	0.088889
modsatte	sig	0.088889
modsatte	side	0.066667
modstå	den	0.333333
modtaget	en	0.155405
modtaget	af	0.074324
modtaget	et	0.060811
modtaget	flere	0.047297
modtaget	med	0.047297
modtaget	de	0.040541
modtaget	i	0.027027
modtaget	omkring	0.027027
modtaget	og	0.027027
modtaget	fra	0.020270
modtaget	trusler	0.020270
mord	og	0.454545
mord	på	0.272727
morgenen	og	0.301887
morgenen	efter	0.075472
morgenen	på	0.056604
morgenen	til	0.056604
morges	og	0.179487
morges	blev	0.102564
mors	har	0.125000
mors	dag	0.093750
moskva	og	0.155556
moskva	i	0.111111
moskva	på	0.066667
moskva	er	0.066667
motor	på	0.285714
motorvejen	og	0.113636
motorvejen	ved	0.113636
motorvejen	i	0.090909
motorvejen	men	0.068182
motorvejen	omkring	0.068182
mulighed	for	0.876740
mulighed	at	0.017893
mulighed	er	0.011928
mulighed	hvis	0.011928
mulighed	siger	0.009940
mulighed	har	0.005964
muligt	at	0.472946
muligt	for	0.152305
muligt	og	0.042084
muligt	siger	0.026052
muligt	i	0.022044
muligt	andet	0.018036
muligt	på	0.014028
muligt	vil	0.012024
muligt	lyder	0.010020
muligt	kan	0.010020
muligt	skal	0.010020
muligt	men	0.010020
muligt	så	0.008016
muligt	med	0.008016
muligt	når	0.008016
muligt	drab	0.006012
muligt	da	0.006012
muligt	til	0.006012
mur	i	0.307692
mur	af	0.230769
museet	har	0.096154
museet	i	0.076923
museet	er	0.057692
museet	havde	0.057692
museum	i	0.205479
museum	og	0.082192
museum	der	0.054795
museum	for	0.054795
museum	har	0.041096
musik	og	0.185714
musik	i	0.085714
musik	der	0.071429
musik	på	0.064286
musik	til	0.057143
musik	fra	0.042857
musik	med	0.042857
musik	af	0.035714
musik	er	0.028571
musik	siden	0.021429
musik	som	0.021429
musikken	har	0.102564
musikken	til	0.076923
musikken	spiller	0.076923
musikken	kan	0.076923
musikken	og	0.076923
musikken	er	0.076923
må	vi	0.080366
må	man	0.075280
må	ikke	0.046796
må	være	0.041709
må	de	0.030519
må	jeg	0.029502
må	have	0.027467
må	vente	0.024415
må	det	0.020346
må	du	0.017294
må	tage	0.017294
må	gå	0.014242
må	han	0.014242
må	også	0.013225
må	se	0.012208
må	blive	0.012208
må	køre	0.011190
må	kun	0.011190
må	dog	0.010173
må	give	0.010173
må	og	0.009156
må	bare	0.009156
må	den	0.009156
må	komme	0.007121
må	nøjes	0.007121
må	sige	0.007121
må	gøre	0.007121
må	derfor	0.006104
må	indrømme	0.006104
må	så	0.006104
må	lukke	0.005086
må	undvære	0.005086
må	godt	0.005086
må	arbejde	0.005086
må	forlade	0.005086
må	gerne	0.005086
må	nu	0.005086
må	der	0.005086
må	finde	0.005086
må	bruge	0.005086
mål	i	0.161850
mål	og	0.105973
mål	for	0.102119
mål	med	0.053950
mål	på	0.050096
mål	om	0.046243
mål	er	0.042389
mål	at	0.030829
mål	til	0.030829
mål	blev	0.025048
mål	var	0.023121
mål	som	0.019268
mål	efter	0.017341
mål	af	0.015414
mål	så	0.013487
mål	ved	0.011561
mål	men	0.009634
mål	fra	0.009634
mål	da	0.009634
mål	ind	0.009634
mål	hvor	0.007707
mål	end	0.007707
mål	mod	0.007707
mål	siger	0.007707
mål	har	0.005780
mål	der	0.005780
mål	imod	0.005780
mål	inden	0.005780
måneden	i	0.138889
måneden	til	0.083333
måneden	og	0.055556
måneden	for	0.041667
måneders	fængsel	0.690476
måtte	have	0.041558
måtte	nøjes	0.038961
måtte	være	0.036364
måtte	han	0.036364
måtte	tage	0.036364
måtte	vente	0.028571
måtte	gå	0.028571
måtte	en	0.025974
måtte	hun	0.023377
måtte	i	0.020779
måtte	forlade	0.020779
måtte	lukke	0.018182
måtte	flygte	0.018182
måtte	også	0.018182
måtte	lade	0.015584
måtte	ikke	0.015584
måtte	jeg	0.015584
måtte	det	0.012987
måtte	trække	0.012987
måtte	komme	0.012987
måtte	derfor	0.012987
måtte	kæmpe	0.012987
måtte	køre	0.010390
måtte	den	0.010390
måtte	de	0.010390
måtte	se	0.010390
måtte	give	0.010390
måtte	opgive	0.010390
måtte	sætte	0.010390
måtte	selv	0.010390
måtte	dog	0.010390
måtte	stå	0.007792
måtte	blive	0.007792
måtte	sande	0.007792
måtte	holde	0.007792
måtte	rejse	0.007792
måtte	søge	0.007792
måtte	sige	0.007792
måtte	træde	0.007792
måtte	til	0.007792
mændene	er	0.166667
mændene	blev	0.060606
mændene	har	0.045455
mændene	med	0.045455
mærke	til	0.211340
mærke	at	0.211340
mærke	i	0.077320
mærke	det	0.046392
mærke	en	0.030928
mærke	efter	0.020619
mærke	på	0.020619
mærke	når	0.020619
mærke	hos	0.015464
mærke	er	0.015464
mærke	den	0.015464
mærke	også	0.015464
mærke	hvordan	0.015464
mærkede	det	0.333333
mærket	på	0.200000
mødte	op	0.099010
mødte	hinanden	0.089109
mødte	hun	0.059406
mødte	de	0.039604
mødte	ind	0.039604
mødte	den	0.039604
mødte	ham	0.039604
mødte	i	0.039604
mødte	han	0.039604
mødte	jeg	0.029703
mødte	pressen	0.029703
mødte	en	0.029703
mødte	hende	0.029703
mødtes	i	0.228571
mødtes	med	0.171429
mødtes	til	0.057143
mødtes	og	0.042857
mørke	og	0.097561
mørke	hår	0.097561
mørke	timer	0.073171
nabo	til	0.360000
nakken	og	0.333333
nakken	på	0.222222
narkotika	i	0.250000
nat	er	0.100840
nat	og	0.092437
nat	i	0.075630
nat	blev	0.042017
nat	en	0.033613
nat	var	0.025210
nat	dansk	0.025210
nat	på	0.025210
nat	ikke	0.025210
nation	som	0.137931
nation	og	0.103448
nation	der	0.103448
nattens	løb	0.200000
naturen	og	0.189873
naturen	er	0.063291
naturen	i	0.063291
naturen	med	0.037975
naturen	på	0.037975
naturen	siger	0.037975
naturen	hvor	0.037975
nej	til	0.404145
nej	det	0.134715
nej	tak	0.098446
nej	fra	0.031088
nej	ikke	0.020725
nej	de	0.015544
nej	lyder	0.015544
nej	nej	0.015544
nej	vi	0.015544
nemmere	at	0.472973
nemmere	for	0.216216
nemt	at	0.320388
nemt	for	0.126214
nemt	kan	0.067961
nemt	og	0.058252
nemt	blive	0.029126
nettet	og	0.196721
nettet	til	0.065574
nettet	med	0.065574
nettet	hvor	0.049180
nettet	for	0.049180
nettet	på	0.049180
nordlige	del	0.448276
nordlige	og	0.120690
nordlige	norge	0.068966
nordlige	frankrig	0.051724
normalt	er	0.083721
normalt	ikke	0.065116
normalt	at	0.032558
normalt	har	0.032558
normalt	og	0.027907
normalt	ville	0.027907
normalt	siger	0.027907
normalt	for	0.027907
normalt	kan	0.023256
normalt	skal	0.018605
normalt	bruger	0.018605
normalt	koster	0.018605
normalt	ser	0.018605
normalt	ligger	0.018605
normalt	en	0.018605
normalt	igen	0.018605
normalt	efter	0.013953
normalt	kører	0.013953
normalt	vil	0.013953
normalt	liv	0.013953
normalt	niveau	0.013953
normalt	men	0.013953
normalt	i	0.013953
normalt	bliver	0.013953
normalt	falder	0.013953
normalt	tager	0.013953
nummer	to	0.224199
nummer	i	0.081851
nummer	fire	0.071174
nummer	tre	0.067616
nummer	på	0.049822
nummer	og	0.049822
nummer	fem	0.042705
nummer	syv	0.035587
nummer	et	0.032028
nummer	ud	0.028470
nummer	otte	0.024911
nummer	ni	0.021352
nummer	seks	0.021352
nummer	men	0.017794
nummer	ti	0.017794
nummer	ét	0.017794
nummer	som	0.014235
nummer	der	0.014235
nummer	er	0.014235
nummer	med	0.010676
ny	formand	0.056231
ny	rapport	0.048632
ny	regering	0.045593
ny	og	0.039514
ny	undersøgelse	0.028875
ny	bog	0.021277
ny	lov	0.018237
ny	aftale	0.016717
ny	i	0.015198
ny	dansk	0.015198
ny	måde	0.013678
ny	træner	0.013678
ny	leder	0.013678
ny	rekord	0.013678
ny	direktør	0.012158
ny	forskning	0.010638
ny	teknologi	0.010638
ny	viden	0.009119
ny	generation	0.009119
ny	analyse	0.009119
ny	politisk	0.009119
ny	tid	0.007599
ny	musik	0.007599
ny	præsident	0.007599
ny	arbejdsgiver	0.007599
ny	ejer	0.007599
ny	serie	0.007599
ny	type	0.007599
ny	uddannelse	0.007599
ny	sæson	0.007599
ny	stor	0.007599
ny	strategi	0.007599
ny	rolle	0.006079
ny	film	0.006079
ny	på	0.006079
ny	borgmester	0.006079
ny	med	0.006079
ny	kampagne	0.006079
ny	dato	0.006079
ny	version	0.006079
nyder	godt	0.210526
nyder	at	0.157895
nyder	en	0.078947
nyligt	har	0.142857
nå	at	0.186441
nå	det	0.084746
nå	til	0.076271
nå	op	0.067797
nå	frem	0.055085
nå	ud	0.038136
nå	målet	0.033898
nå	helt	0.029661
nå	en	0.025424
nå	de	0.021186
nå	den	0.021186
nå	deres	0.021186
nå	dertil	0.016949
nå	grader	0.016949
nå	tilbage	0.016949
nå	vores	0.012712
nå	rundt	0.012712
nå	et	0.012712
nå	men	0.012712
nå	endnu	0.012712
nået	til	0.196581
nået	frem	0.162393
nået	at	0.102564
nået	i	0.042735
nået	et	0.042735
nået	toppen	0.034188
nået	en	0.034188
nået	målet	0.025641
nået	op	0.025641
nået	hertil	0.025641
nået	dertil	0.025641
når	man	0.152563
når	de	0.135876
når	det	0.127135
når	vi	0.077473
når	der	0.066746
når	han	0.054827
når	jeg	0.036154
når	den	0.033373
når	du	0.028605
når	hun	0.025824
når	en	0.015892
når	et	0.007549
når	frem	0.007151
når	at	0.005562
når	folk	0.005562
når	danmark	0.004768
når	så	0.004370
når	først	0.003973
når	nu	0.003973
når	i	0.003973
når	ikke	0.003576
når	til	0.003576
når	alt	0.003178
når	børnene	0.003178
når	politiet	0.002781
når	op	0.002781
når	alle	0.002384
når	hans	0.002384
når	klokken	0.002384
når	børn	0.001986
når	nogen	0.001986
når	som	0.001986
når	holdet	0.001986
når	målet	0.001986
når	strømmen	0.001986
når	sådan	0.001986
når	hendes	0.001986
når	vinden	0.001986
når	vejret	0.001986
når	retten	0.001986
nægte	at	0.636364
nægtede	at	0.272727
nægtede	sig	0.227273
nægtede	den	0.136364
nægtet	sig	0.459459
nægtet	at	0.405405
nægtet	adgang	0.081081
nærmest	ikke	0.077586
nærmest	er	0.060345
nærmest	umuligt	0.043103
nærmest	i	0.034483
nærmest	som	0.034483
nærmest	en	0.025862
nærmest	et	0.025862
nærmest	blevet	0.025862
nærmest	tværtimod	0.025862
næste	år	0.206327
næste	uge	0.112792
næste	års	0.042641
næste	valg	0.041265
næste	gang	0.035763
næste	skridt	0.034388
næste	to	0.027510
næste	sæson	0.027510
næste	tre	0.024759
næste	dage	0.022008
næste	kamp	0.020633
næste	par	0.020633
næste	fem	0.019257
næste	måneder	0.015131
næste	sommer	0.013755
næste	store	0.012380
næste	fire	0.012380
næste	dag	0.011004
næste	runde	0.011004
næste	lørdag	0.009629
næste	uger	0.009629
næste	generation	0.008253
næste	mange	0.008253
næste	vinter	0.008253
næste	weekend	0.006878
næste	uges	0.006878
næste	stykke	0.006878
næste	morgen	0.006878
næste	søndag	0.006878
næste	møde	0.006878
næste	måned	0.005502
næste	opgave	0.005502
næste	seks	0.005502
næste	regering	0.005502
næste	kapitel	0.005502
næste	fase	0.004127
næste	der	0.004127
næste	tid	0.004127
næste	niveau	0.004127
næste	i	0.004127
nødvendig	for	0.250000
nøjes	med	0.886792
of	the	0.458333
offentlig	transport	0.363636
offentlig	ret	0.068182
offentlig	støtte	0.068182
offentlig	begivenhed	0.068182
offeret	blev	0.235294
offeret	havde	0.176471
officielle	tal	0.069767
officielle	danmark	0.069767
oftere	end	0.350000
oftere	men	0.150000
ok	at	0.250000
ole	vind	0.160000
omdømme	som	0.750000
omfattende	brand	0.092593
omfattende	sag	0.074074
omfattende	angreb	0.074074
områder	hvor	0.169591
områder	i	0.116959
områder	som	0.070175
områder	der	0.058480
områder	med	0.052632
områder	på	0.052632
områder	og	0.046784
områder	af	0.040936
områder	er	0.035088
områder	vil	0.017544
områder	for	0.017544
opdage	at	0.454545
operation	i	0.357143
operation	x	0.095238
operation	og	0.095238
opererer	med	0.500000
opfører	sig	0.764706
opførsel	i	0.153846
opgaver	som	0.136364
opgaver	i	0.079545
opgaver	og	0.068182
opgaver	der	0.068182
opgaver	for	0.056818
opgaver	på	0.045455
opgaver	er	0.034091
opgaver	siger	0.034091
opgaver	så	0.034091
ophold	i	0.647059
ophold	på	0.078431
